system,rmsd
def,6.732077079610144
nram,0.5377938724012313
fa10,0.4134999932768107
fak1,0.3975407920769711
aofb,6.0450924003837185
reni,0.5958077664914788
igf1r,7.015950534510611
gria2,1.2102294690195818
tgfr1,0.4242581416705291
mcr,0.273840868573056
cdk2,7.489335878838523
fkb1a,0.7169491242023035
abl1,0.25075232090573313
pyrd,0.6226756570756009
glcm,3.4861422636587434
xiap,2.9032604819485677
comt,7.416557803860179
vgfr2,0.7166751165152676
bace1,8.68413588179298
try1,1.8581538420784038
thrb,0.27070086254541653
sahh,0.6867591107550681
drd3,0.9978775295605786
tryb1,0.2138469010473551
fpps,6.334409899379731
mk14,0.6161528834552322
pparg,5.37641174666328
casp3,6.4757153827484775
urok,0.8111097448123021
adrb2,1.9101917179669266
andr,0.49467468330090236
adrb1,0.6795392265046458
kif11,0.6790144540520239
thb,1.4606291805313147
hdac8,4.7738029857907565
rock1,6.564420557361599
mk01,0.4473469141028608
hivrt,0.45358123559945196
cp3a4,5.0995019658146425
hmdh,0.6609927072481572
pygm,0.4654001253141492
akt1,0.2954485358101885
hs90a,0.3991602881804353
akt2,0.215633603847996
rxra,1.71022291650043
aces,0.4459584909670989
mk10,0.4845874584429369
mp2k1,6.682861624185137
fabp4,0.6106810647604435
csf1r,7.97984808639182
fa7,1.3592075711680733
dpp4,0.40558482816372915
jak2,1.6335892210287555
ada,5.980054922141438
fnta,8.311712792196142
braf,6.1200257367033055
ppard,1.3479840851180602
esr1,0.579911899195393
wee1,0.8542168441100934
cah2,1.1429675076772228
ptn1,3.274392655238465
pnph,0.6494138158196356
ampc,8.07097335821798
ada17,6.445166930727507
esr2,7.679942588080298
nos1,8.168697928593144
fgfr1,0.2893641320107743
lkha4,3.1491375765424148
hdac2,0.20609661538606427
kit,0.6876419306220558
mapk2,0.41292937202495117
cxcr4,4.024954082572601
aa2ar,8.215818066654663
met,11.864012446297156
egfr,3.3753838365417304
cp2c9,1.0900497971437921
lck,6.295990855143105
plk1,0.5581428908264224
mmp13,1.104147062467776
pde5a,5.982436182803497
pa2ga,6.256078564488395
grik1,0.7890296600455758
hivpr,5.9764382234270625
gcr,0.4529241404466507
ace,1.2441346657183543
prgr,0.4975271239811927
tysy,8.366594579410393
pgh2,0.5916325257685936
ital,0.8918248228181
pgh1,0.449662572099262
kpcb,1.7937114691706646
kith,0.3974583081938436
pur2,0.7633845878487387
hxk4,0.41450056684439496
hivint,10.34060554938293
parp1,0.7697095442134557
dyr,5.841890066068509
dhi1,0.43911779789762195
ppara,1.2141992001301325
src,0.5366938743977598
aldr,0.7679087988895424
inha,1.8978571502157597
